request_id,payment_option_id,payment_type,number_of_payments,days_between_payments,first_payment_date,payment_amount,financing_fee,total_payable
request_211,opt_371,installments,3,30,2024-09-03,608.12,35.77,1824.36
request_211,opt_372,installments,4,15,2024-09-03,465.04,71.54,1860.16
request_212,opt_373,installments,3,30,2025-02-05,24457560.0,1438680.0,73372680.0
request_212,opt_374,installments,4,15,2025-02-05,18702840.0,2877360.0,74811360.0
request_213,opt_375,installments,3,30,2026-01-07,1143.22,67.25,3429.66
request_213,opt_376,installments,4,15,2026-01-07,874.22,134.5,3496.88
request_214,opt_377,installments,3,30,2024-12-04,23715.0,1395.0,71145.0
request_214,opt_378,installments,4,15,2024-12-04,18135.0,2790.0,72540.0
request_215,opt_379,installments,3,30,2025-05-06,10195.24,599.72,30585.72
request_215,opt_380,installments,4,15,2025-05-06,7796.36,1199.44,31185.44
request_216,opt_381,installments,3,30,2026-07-03,1133.02,66.65,3399.06
request_216,opt_382,installments,4,15,2026-07-03,866.42,133.3,3465.68
request_217,opt_383,installments,3,30,2024-03-05,12641.2,743.6,37923.6
request_217,opt_384,installments,4,15,2024-03-05,9666.8,1487.2,38667.2
request_218,opt_385,installments,3,30,2025-08-07,20788280.0,1222840.0,62364840.0
request_218,opt_386,installments,4,15,2025-08-07,15896920.0,2445680.0,63587680.0
request_219,opt_387,installments,3,30,2026-04-04,568.85,33.46,1706.55
request_219,opt_388,installments,4,15,2026-04-04,435.01,66.92,1740.04
request_220,opt_389,installments,3,30,2024-06-06,1060.29,62.37,3180.87
request_220,opt_390,installments,4,15,2024-06-06,810.81,124.74,3243.24
request_221,opt_391,installments,3,30,2025-11-03,37332.0,2196.0,111996.0
request_221,opt_392,installments,4,15,2025-11-03,28548.0,4392.0,114192.0
request_222,opt_393,installments,3,30,2026-01-05,11586.52,681.56,34759.56
request_222,opt_394,installments,4,15,2026-01-05,8860.28,1363.12,35441.12
request_223,opt_395,installments,3,30,2024-09-07,305.56,17.97,916.68
request_223,opt_396,installments,4,15,2024-09-07,233.66,35.95,934.64
request_224,opt_397,installments,3,30,2025-02-04,3511180.0,206540.0,10533540.0
request_224,opt_398,installments,4,15,2025-02-04,2685020.0,413080.0,10740080.0
request_225,opt_399,installments,3,30,2026-07-06,7500060.0,441180.0,22500180.0
request_225,opt_400,installments,4,15,2026-07-06,5735340.0,882360.0,22941360.0
request_226,opt_401,installments,3,30,2024-12-03,53380.0,3140.0,160140.0
request_226,opt_402,installments,4,15,2024-12-03,40820.0,6280.0,163280.0
request_227,opt_403,installments,3,30,2025-05-05,88298.0,5194.0,264894.0
request_227,opt_404,installments,4,15,2025-05-05,67522.0,10388.0,270088.0
request_228,opt_405,installments,3,30,2026-04-07,21531180.0,1266540.0,64593540.0
request_228,opt_406,installments,4,15,2026-04-07,16465020.0,2533080.0,65860080.0
request_229,opt_407,installments,3,30,2024-03-04,519.11,30.54,1557.33
request_229,opt_408,installments,4,15,2024-03-04,396.97,61.07,1587.88
request_230,opt_409,installments,3,30,2025-08-06,1202.78,70.75,3608.34
request_230,opt_410,installments,4,15,2025-08-06,919.78,141.5,3679.12
request_231,opt_411,installments,3,30,2026-01-03,12140.04,714.12,36420.12
request_231,opt_412,installments,4,15,2026-01-03,9283.56,1428.24,37134.24
request_232,opt_413,installments,3,30,2024-06-05,669.83,39.4,2009.49
request_232,opt_414,installments,4,15,2024-06-05,512.23,78.8,2048.92
request_233,opt_415,installments,3,30,2025-11-07,2121940.0,124820.0,6365820.0
request_233,opt_416,installments,4,15,2025-11-07,1622660.0,249640.0,6490640.0
request_234,opt_417,installments,3,30,2026-07-04,412.52,24.27,1237.56
request_234,opt_418,installments,4,15,2026-07-04,315.46,48.53,1261.84
request_235,opt_419,installments,3,30,2024-09-06,328.85,19.34,986.55
request_235,opt_420,installments,4,15,2024-09-06,251.47,38.69,1005.88
request_236,opt_421,installments,3,30,2025-02-03,17810220.0,1047660.0,53430660.0
request_236,opt_422,installments,4,15,2025-02-03,13619580.0,2095320.0,54478320.0
request_237,opt_423,installments,3,30,2026-04-05,8100840.0,476520.0,24302520.0
request_237,opt_424,installments,4,15,2026-04-05,6194760.0,953040.0,24779040.0
request_238,opt_425,installments,3,30,2024-12-07,225.62,13.27,676.86
request_238,opt_426,installments,4,15,2024-12-07,172.54,26.54,690.16
request_239,opt_427,installments,3,30,2025-05-04,218.28,12.84,654.84
request_239,opt_428,installments,4,15,2025-05-04,166.92,25.68,667.68
request_240,opt_429,installments,3,30,2026-01-06,34408.0,2024.0,103224.0
request_240,opt_430,installments,4,15,2026-01-06,26312.0,4048.0,105248.0
request_241,opt_431,installments,3,30,2024-03-03,7157680.0,421040.0,21473040.0
request_241,opt_432,installments,4,15,2024-03-03,5473520.0,842080.0,21894080.0
request_242,opt_433,installments,3,30,2025-08-05,668.71,39.34,2006.13
request_242,opt_434,installments,4,15,2025-08-05,511.37,78.67,2045.48
request_243,opt_435,installments,3,30,2026-07-07,5939.12,349.36,17817.36
request_243,opt_436,installments,4,15,2026-07-07,4541.68,698.72,18166.72
request_244,opt_437,installments,3,30,2024-06-04,16972.12,998.36,50916.36
request_244,opt_438,installments,4,15,2024-06-04,12978.68,1996.72,51914.72
request_245,opt_439,installments,3,30,2025-11-06,43690.0,2570.0,131070.0
request_245,opt_440,installments,4,15,2025-11-06,33410.0,5140.0,133640.0
request_246,opt_441,installments,3,30,2026-04-03,21789.24,1281.72,65367.72
request_246,opt_442,installments,4,15,2026-04-03,16662.36,2563.44,66649.44
request_247,opt_443,installments,3,30,2024-09-05,360.16,21.19,1080.48
request_247,opt_444,installments,4,15,2024-09-05,275.42,42.37,1101.68
request_248,opt_445,installments,3,30,2025-02-07,668.3,39.31,2004.9
request_248,opt_446,installments,4,15,2025-02-07,511.06,78.62,2044.24
request_249,opt_447,installments,3,30,2026-01-04,218.69,12.86,656.07
request_249,opt_448,installments,4,15,2026-01-04,167.23,25.73,668.92
request_250,opt_449,installments,3,30,2024-12-06,42254.52,2485.56,126763.56
request_250,opt_450,installments,4,15,2024-12-06,32312.28,4971.12,129249.12
request_251,opt_451,installments,3,30,2025-05-03,514.62,30.27,1543.86
request_251,opt_452,installments,4,15,2025-05-03,393.54,60.54,1574.16
request_252,opt_453,installments,3,30,2026-07-05,9547880.0,561640.0,28643640.0
request_252,opt_454,installments,4,15,2026-07-05,7301320.0,1123280.0,29205280.0
request_253,opt_455,installments,3,30,2024-03-07,965.67,56.8,2897.01
request_253,opt_456,installments,4,15,2024-03-07,738.45,113.61,2953.8
request_254,opt_457,installments,3,30,2025-08-04,1201.97,70.7,3605.91
request_254,opt_458,installments,4,15,2025-08-04,919.15,141.41,3676.6
request_255,opt_459,installments,3,30,2026-04-06,1137300.0,66900.0,3411900.0
request_255,opt_460,installments,4,15,2026-04-06,869700.0,133800.0,3478800.0
request_256,opt_461,installments,3,30,2024-06-03,74358.0,4374.0,223074.0
request_256,opt_462,installments,4,15,2024-06-03,56862.0,8748.0,227448.0
request_257,opt_463,installments,3,30,2025-11-05,459.82,27.05,1379.46
request_257,opt_464,installments,4,15,2025-11-05,351.62,54.1,1406.48
request_258,opt_465,installments,3,30,2026-01-07,378.62,22.27,1135.86
request_258,opt_466,installments,4,15,2026-01-07,289.54,44.54,1158.16
request_259,opt_467,installments,3,30,2024-09-04,317.9,18.7,953.7
request_259,opt_468,installments,4,15,2024-09-04,243.1,37.4,972.4
request_260,opt_469,installments,3,30,2025-02-06,17706860.0,1041580.0,53120580.0
request_260,opt_470,installments,4,15,2025-02-06,13540540.0,2083160.0,54162160.0
request_261,opt_471,installments,3,30,2026-07-03,622.34,36.61,1867.02
request_261,opt_472,installments,4,15,2026-07-03,475.9,73.22,1903.6
request_262,opt_473,installments,3,30,2024-12-05,3140240.0,184720.0,9420720.0
request_262,opt_474,installments,4,15,2024-12-05,2401360.0,369440.0,9605440.0
request_263,opt_475,installments,3,30,2025-05-07,17525.64,1030.92,52576.92
request_263,opt_476,installments,4,15,2025-05-07,13401.96,2061.84,53607.84
request_264,opt_477,installments,3,30,2026-04-04,37842.0,2226.0,113526.0
request_264,opt_478,installments,4,15,2026-04-04,28938.0,4452.0,115752.0
request_265,opt_479,installments,3,30,2024-03-06,15629.8,919.4,46889.4
request_265,opt_480,installments,4,15,2024-03-06,11952.2,1838.8,47808.8
request_266,opt_481,installments,3,30,2025-08-03,317.9,18.7,953.7
request_266,opt_482,installments,4,15,2025-08-03,243.1,37.4,972.4
request_267,opt_483,installments,3,30,2026-01-05,654.5,38.5,1963.5
request_267,opt_484,installments,4,15,2026-01-05,500.5,77.0,2002.0
request_268,opt_485,installments,3,30,2024-06-07,825.04,48.53,2475.12
request_268,opt_486,installments,4,15,2024-06-07,630.92,97.06,2523.68
request_269,opt_487,installments,3,30,2025-11-04,5266.6,309.8,15799.8
request_269,opt_488,installments,4,15,2025-11-04,4027.4,619.6,16109.6
request_270,opt_489,installments,3,30,2026-07-06,1029.79,60.58,3089.37
request_270,opt_490,installments,4,15,2026-07-06,787.49,121.15,3149.96
request_271,opt_491,installments,3,30,2024-09-03,31042.0,1826.0,93126.0
request_271,opt_492,installments,4,15,2024-09-03,23738.0,3652.0,94952.0
request_272,opt_493,installments,3,30,2025-02-05,4618900.0,271700.0,13856700.0
request_272,opt_494,installments,4,15,2025-02-05,3532100.0,543400.0,14128400.0
request_273,opt_495,installments,3,30,2026-04-07,5392740.0,317220.0,16178220.0
request_273,opt_496,installments,4,15,2026-04-07,4123860.0,634440.0,16495440.0
request_274,opt_497,installments,3,30,2024-12-04,922.66,54.27,2767.98
request_274,opt_498,installments,4,15,2024-12-04,705.56,108.55,2822.24
request_275,opt_499,installments,3,30,2025-05-06,5400560.0,317680.0,16201680.0
request_275,opt_500,installments,4,15,2025-05-06,4129840.0,635360.0,16519360.0
